[2026-02-11T11:08:12+08:00][info] [loadAvailablePorts] 从数据库加载端口配置，数量: 151
[2026-02-11T11:08:12+08:00][info] [TelegramTask] 批次处理开始: batch_id=batch_698bf299b81c89.69897453, type=set_online, 任务数=150
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2447 分配到端口 5031
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2448 分配到端口 5032
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2449 分配到端口 5033
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2450 分配到端口 5034
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2451 分配到端口 5035
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2452 分配到端口 5036
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2453 分配到端口 5037
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2454 分配到端口 5038
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2455 分配到端口 5039
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2456 分配到端口 5040
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2457 分配到端口 5041
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2458 分配到端口 5042
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2459 分配到端口 5043
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2460 分配到端口 5044
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2461 分配到端口 5045
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2462 分配到端口 5046
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2463 分配到端口 5047
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2464 分配到端口 5048
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2465 分配到端口 5049
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2466 分配到端口 5050
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2467 分配到端口 5051
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2468 分配到端口 5052
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2469 分配到端口 5053
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2470 分配到端口 5054
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2471 分配到端口 5055
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2472 分配到端口 5056
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2473 分配到端口 5057
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2474 分配到端口 5058
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2475 分配到端口 5059
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2476 分配到端口 5060
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2477 分配到端口 5061
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2478 分配到端口 5062
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2479 分配到端口 5063
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2480 分配到端口 5064
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2481 分配到端口 5065
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2482 分配到端口 5066
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2483 分配到端口 5067
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2484 分配到端口 5068
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2485 分配到端口 5069
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2486 分配到端口 5070
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2487 分配到端口 5071
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2488 分配到端口 5072
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2489 分配到端口 5073
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2490 分配到端口 5074
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2491 分配到端口 5075
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2492 分配到端口 5076
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2493 分配到端口 5077
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2494 分配到端口 5078
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2495 分配到端口 5079
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2496 分配到端口 5080
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2497 分配到端口 5081
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2498 分配到端口 5082
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2499 分配到端口 5083
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2500 分配到端口 5084
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2501 分配到端口 5085
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2502 分配到端口 5086
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2503 分配到端口 5087
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2504 分配到端口 5088
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2505 分配到端口 5089
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2506 分配到端口 5090
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2507 分配到端口 5091
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2508 分配到端口 5092
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2509 分配到端口 5093
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2510 分配到端口 5094
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2511 分配到端口 5095
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2512 分配到端口 5096
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2513 分配到端口 5097
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2514 分配到端口 5098
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2515 分配到端口 5099
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2516 分配到端口 5100
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2517 分配到端口 5101
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2518 分配到端口 5102
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2519 分配到端口 5103
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2520 分配到端口 5104
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2521 分配到端口 5105
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2522 分配到端口 5106
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2523 分配到端口 5107
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2524 分配到端口 5108
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2525 分配到端口 5109
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2526 分配到端口 5110
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2527 分配到端口 5111
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2528 分配到端口 5112
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2529 分配到端口 5113
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2530 分配到端口 5114
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2531 分配到端口 5115
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2532 分配到端口 5116
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2533 分配到端口 5117
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2534 分配到端口 5118
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2535 分配到端口 5119
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2536 分配到端口 5120
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2537 分配到端口 5121
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2538 分配到端口 5122
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2539 分配到端口 5123
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2540 分配到端口 5124
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2541 分配到端口 5125
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2542 分配到端口 5126
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2543 分配到端口 5127
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2544 分配到端口 5128
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2545 分配到端口 5129
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2546 分配到端口 5130
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2547 分配到端口 5131
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2548 分配到端口 5132
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2549 分配到端口 5133
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2550 分配到端口 5134
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2551 分配到端口 5135
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2552 分配到端口 5136
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2553 分配到端口 5137
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2554 分配到端口 5138
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2555 分配到端口 5139
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2556 分配到端口 5140
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2557 分配到端口 5141
[2026-02-11T11:08:12+08:00][info] [getBalancedPortConfig] 用户 2558 分配到端口 5142
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5144 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5145 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5146 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5147 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5148 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5149 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5150 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5000 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5001 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5002 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5003 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5004 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5005 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5006 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5007 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5008 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5009 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5010 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5011 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5012 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5013 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5014 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5015 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5016 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5017 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5018 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5019 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5020 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5021 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5022 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5023 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5024 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5025 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5026 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5027 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5028 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5029 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5030 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5031 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5032 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5033 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5034 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5035 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5036 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5037 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5038 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5039 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5040 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5041 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5042 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5043 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5044 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5045 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5046 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5047 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5048 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5049 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5050 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5051 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5052 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5053 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5054 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5055 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5056 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5057 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5058 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5059 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5060 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5061 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5062 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5063 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5064 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5065 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5066 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5067 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5068 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5069 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5070 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5071 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5072 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5073 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5074 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5075 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5076 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5077 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5078 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5079 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5080 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5081 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5082 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5083 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5084 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5085 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5086 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5087 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5088 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5089 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5090 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5091 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5092 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5093 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5094 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5095 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5096 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5097 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5098 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5099 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5100 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5101 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5102 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5103 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5104 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5105 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5106 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5107 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5108 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5109 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5110 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5111 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5112 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5113 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5114 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5115 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5116 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5117 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5118 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5119 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5120 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5121 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5122 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5123 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5124 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5125 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5126 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5127 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5128 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5129 分配到 1 个任务
[2026-02-11T11:08:12+08:00][info] [groupTasksByPort] 端口 5130 分配到 1 个任务
